Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98081269Devolución,L07-3,Non,113.67,3,6.36,3.36,1,40059,40078,PERú,Lima,PE,,
98081265Normal,L02-2,Non,40.2,1,5.25,4.25,2,40060,40075,República DOminiCana,Santo Domingo,RD,,
98081267Normal,L03-4,Non,29.99,1,8.73,6.73,2,40060,42385,PERú,Lima,PE,,
98081266Normal,L07-7,Non,113.67,3,6,3,2,40060,40072,PERú,Lima,PE,,
98081257Normal,B04-2,Cyber Monday,170.112,3,7.99,4.99,3,40061,40080,CHIle,Viña del Mar,CH,,
98081263Normal,B04-6,Non,141.76,2,9.12,4.12,1,40061,40072,ECUador,Quito,EC,,
98081258Normal,CB01-6,Non,666.08999999999992,3,9.68,6.68,2,40061,40068,ECUador,Quito,EC,,
98081256Normal,CC01-3,Cyber Monday,42.024,1,8.99,4.99,1,40061,40075,VENezuela,Caracas,VE,,
98081261Normal,CC01-5,Cyber Monday,42.024,1,7.68,5.68,2,40061,40077,ECUador,Quito,EC,,
98081255Normal,L01-4,Non,61.5,2,8.9,5.9,2,40061,40075,ECUador,Quito,EC,,
98081259Devolución,L01-5,Non,30.75,1,9.36,4.36,3,40061,40071,VENezuela,Caracas,VE,,
98081260Normal,L02-3,Non,40.2,1,6.45,5.45,2,40061,40068,PERú,Lima,PE,,
98081262Normal,L02-2,Non,80.4,2,6.89,6.89,1,40061,40074,ECUador,Quito,EC,,
98081264Normal,L07-6,Non,113.67,3,8.33,6.33,2,40061,42392,URUguay,Montevideo,UR,,
98081254Normal,B04-7,Special Day,138.216,3,8.88,6.88,2,40062,42393,CHIle,Viña del Mar,CH,,
98081250Normal,C11-5,Balck Fraday,48.915,2,7.2,6.2,2,40062,40082,URUguay,Montevideo,UR,,
98081253Normal,CC01-2,Non,157.59,3,9.84,3.84,1,40062,40082,República DOminiCana,Santo Domingo,RD,,
98081251Normal,L02-4,Cyber Monday,64.320000000000007,2,9.45,4.45,2,40062,40071,PERú,Lima,PE,,
98081252Devolución,L03-2,Special Day,19.4935,1,6.25,4.25,3,40062,40076,ARGentina,Rosario,AR,,
98081249Normal,L05-2,Cyber Monday,97.32,3,6.61,4.61,2,40062,40069,URUguay,Montevideo,UR,,
98081245Normal,B04-5,Non,70.88,1,5.14,6.14,1,40063,40073,BRAsil,Rio,BR,,
98081246Normal,CC01-6,Day Off Full,89.301,2,5.9,5.9,1,40063,40081,URUguay,Montevideo,UR,,
98081247Normal,CC01-6,Balck Fraday,39.3975,1,7.65,5.65,1,40063,40073,BRAsil,Rio,BR,,
98081244Normal,CC02-5,Non,80.16,3,7.36,6.36,2,40063,40077,PERú,Lima,PE,,
98081248Devolución,L01-2,Non,92.25,3,8.99,4.99,2,40063,42394,VENezuela,Caracas,VE,,
98081243Normal,L02-7,Non,120.60000000000001,3,8.58,4.58,3,40063,40081,ARGentina,Rosario,AR,,
98081242Normal,CB01-3,Cyber Monday,177.624,1,8.14,3.14,3,40064,42387,República DOminiCana,Santo Domingo,RD,,
98081241Devolución,CC02-3,Non,26.72,1,6.89,3.89,2,40064,40077,VENezuela,Caracas,VE,,
98081239Devolución,L02-2,Special Day,52.260000000000005,2,8.2,3.2,2,40064,40073,ARGentina,Rosario,AR,,
98081240Normal,L05-4,Non,40.55,1,8.1,3.1,2,40064,40078,CHIle,Viña del Mar,CH,,
98081236Normal,CC01-1,Balck Fraday,39.3975,1,9.22,3.22,3,40065,40077,URUguay,Montevideo,UR,,
98081237Normal,L01-3,Cyber Monday,24.6,1,9.99,3.99,2,40065,40078,República DOminiCana,Santo Domingo,RD,,
98081238Normal,L06-3,Cyber Monday,34.04,1,9.99,6.99,3,40065,42387,ECUador,Quito,EC,,
98081233Normal,C11-3,Non,65.22,2,6.36,4.36,2,40066,40084,URUguay,Montevideo,UR,,
98081235Normal,CB01-6,Cyber Monday,355.248,2,7.61,3.61,2,40066,42383,República DOminiCana,Santo Domingo,RD,,
98081234Normal,L01-6,Cyber Monday,49.2,2,8.58,6.58,3,40066,40083,PERú,Lima,PE,,
98081232Normal,L06-6,Special Day,27.6575,1,6.99,4.99,3,40066,40082,PERú,Lima,PE,,
98081231Normal,L07-3,Cyber Monday,90.936,3,6.75,5.75,2,40066,40077,BRAsil,Rio,BR,,
98081227Normal,CB01-2,Balck Fraday,499.56749999999994,3,7.33,6.33,3,40067,40083,VENezuela,Caracas,VE,,
98081230Normal,CB01-6,Day Off Full,188.72549999999998,1,7.45,6.45,3,40067,42389,ARGentina,Rosario,AR,,
98081225Normal,CC01-4,Non,105.06,2,7.9,5.9,1,40067,40080,CHIle,Viña del Mar,CH,,
98081226Normal,CC01-4,Balck Fraday,39.3975,1,6.75,6.75,3,40067,40081,VENezuela,Caracas,VE,,
98081229Normal,CC01-3,Non,157.59,3,9.68,6.68,1,40067,40082,CHIle,Viña del Mar,CH,,
98081228Normal,L04-5,Day Off Full,25.585,1,6.58,5.58,3,40067,40085,PERú,Lima,PE,,
98081220Normal,B01-2,Non,100.24,2,7.99,6.99,1,40068,40079,VENezuela,Caracas,VE,,
98081218Normal,B04-5,Non,70.88,1,8.14,4.14,1,40068,40082,URUguay,Montevideo,UR,,
98081222Normal,L01-2,Non,30.75,1,7.68,5.68,1,40068,40077,VENezuela,Caracas,VE,,
98081223Devolución,L01-4,Day Off Full,26.1375,1,10,7,3,40068,40077,URUguay,Montevideo,UR,,
98081224Normal,L01-3,Cyber Monday,73.8,3,7.55,6.55,1,40068,42396,BRAsil,Rio,BR,,
98081219Normal,L02-3,Special Day,26.130000000000003,1,6.75,5.75,3,40068,40077,BRAsil,Rio,BR,,
98081221Devolución,L04-2,Non,30.1,1,9.99,4.99,1,40068,40081,CHIle,Viña del Mar,CH,,
98081217Normal,B06-1,Cyber Monday,80.576000000000008,2,8.36,6.36,2,40069,42390,PERú,Lima,PE,,
98081216Normal,CB01-4,Balck Fraday,499.56749999999994,3,8.14,5.14,2,40069,40084,BRAsil,Rio,BR,,
98081215Normal,CC01-7,Balck Fraday,118.1925,3,6.73,3.73,1,40069,40086,VENezuela,Caracas,VE,,
98081214Normal,L03-3,Cyber Monday,23.992,1,7.22,5.22,3,40069,40078,ARGentina,Rosario,AR,,
98081209Devolución,CB01-4,Non,222.02999999999997,1,8.12,6.12,3,40070,40080,República DOminiCana,Santo Domingo,RD,,
98081213Normal,CB01-1,Non,444.05999999999995,2,9.2,6.2,3,40070,42395,BRAsil,Rio,BR,,
98081211Normal,CC01-1,Cyber Monday,42.024,1,8.99,4.99,2,40070,40080,VENezuela,Caracas,VE,,
98081212Normal,CC01-1,Non,105.06,2,5.61,6.61,3,40070,40087,ARGentina,Rosario,AR,,
98081210Normal,L05-4,Non,40.55,1,7.14,5.14,1,40070,40081,PARaguay,Asunción,PA,,
98081205Normal,CC02-6,Non,26.72,1,9.99,3.99,1,40071,40082,ARGentina,Rosario,AR,,
98081206Normal,CC02-1,Non,26.72,1,5.33,5.33,1,40071,40081,República DOminiCana,Santo Domingo,RD,,
98081208Normal,CC02-1,Non,26.72,1,9.1,6.1,1,40071,42385,CHIle,Viña del Mar,CH,,
98081207Normal,L02-1,Non,80.4,2,8.61,5.61,1,40071,40091,VENezuela,Caracas,VE,,
98081204Normal,CC02-6,Non,53.44,2,8.55,4.55,2,40072,42392,PARaguay,Asunción,PA,,
98081203Normal,C11-2,Non,97.83,3,7.89,6.89,3,40073,42392,PERú,Lima,PE,,
98081202Normal,L03-6,Cyber Monday,23.992,1,9,6,3,40073,40087,VENezuela,Caracas,VE,,
98081201Normal,B03-6,Non,140.9,2,7.36,3.36,1,40074,42395,VENezuela,Caracas,VE,,
98081200Normal,CB01-2,Non,666.08999999999992,3,8.33,6.33,1,40074,40082,URUguay,Montevideo,UR,,
98081199Normal,CC02-5,Cyber Monday,64.128,3,8.45,3.45,1,40074,40088,VENezuela,Caracas,VE,,
98081197Normal,L02-4,Non,80.4,2,9.88,6.88,1,40074,40083,PARaguay,Asunción,PA,,
98081198Normal,L02-4,Non,120.60000000000001,3,8.99,4.99,2,40074,40085,República DOminiCana,Santo Domingo,RD,,
98081195Normal,L07-1,Cyber Monday,90.936,3,7.75,3.75,1,40074,40087,URUguay,Montevideo,UR,,
98081196Normal,L07-5,Special Day,73.885500000000008,3,7.73,5.73,3,40074,40082,URUguay,Montevideo,UR,,
98081193Normal,C14-7,Non,118.83,3,9.68,4.68,3,40075,40086,CHIle,Viña del Mar,CH,,
98081189Devolución,CB01-6,Non,222.02999999999997,1,9.22,3.22,1,40075,40085,República DOminiCana,Santo Domingo,RD,,
98081190Devolución,CB01-7,Cyber Monday,355.248,2,5.58,5.58,1,40075,40083,CHIle,Viña del Mar,CH,,
98081194Normal,CC02-3,Cyber Monday,21.376,1,5.22,5.22,2,40075,42392,ARGentina,Rosario,AR,,
98081192Normal,L03-3,Cyber Monday,47.984,2,8,4,3,40075,40092,ECUador,Quito,EC,,
98081191Normal,L04-2,Cyber Monday,24.080000000000002,1,5,5,2,40075,40083,BRAsil,Rio,BR,,
98081188Normal,C11-4,Cyber Monday,78.26400000000001,3,7.75,5.75,2,40076,42392,ECUador,Quito,EC,,
98081184Normal,CC01-1,Non,52.53,1,5.45,5.45,1,40076,40091,URUguay,Montevideo,UR,,
98081185Normal,L01-3,Cyber Monday,49.2,2,5.25,5.25,3,40076,40094,URUguay,Montevideo,UR,,
98081187Normal,L02-3,Cyber Monday,96.480000000000018,3,10,7,3,40076,40084,PARaguay,Asunción,PA,,
98081186Devolución,L07-7,Non,37.89,1,7.2,4.2,3,40076,40092,ARGentina,Rosario,AR,,
98081181Normal,B06-7,Day Off Full,128.41799999999998,3,7.36,3.36,3,40077,40087,PARaguay,Asunción,PA,,
98081183Normal,C13-7,Cyber Monday,64.720000000000013,2,8,7,3,40077,42389,URUguay,Montevideo,UR,,
98081179Normal,CC01-6,Cyber Monday,84.048,2,9.58,4.58,3,40077,40092,República DOminiCana,Santo Domingo,RD,,
98081180Normal,CC02-7,Non,80.16,3,7.55,4.55,2,40077,40089,ECUador,Quito,EC,,
98081182Devolución,L02-1,Special Day,78.390000000000015,3,9,6,3,40077,40084,CHIle,Viña del Mar,CH,,
98081178Normal,B06-4,Day Off Full,128.41799999999998,3,5.45,5.45,3,40078,42386,URUguay,Montevideo,UR,,
98081175Normal,CB01-7,Non,222.02999999999997,1,5.65,5.65,2,40078,40094,ARGentina,Rosario,AR,,
98081174Devolución,CC01-3,Cyber Monday,42.024,1,9.58,6.58,3,40078,40098,VENezuela,Caracas,VE,,
98081176Normal,L02-5,Cyber Monday,32.160000000000004,1,6.25,3.25,1,40078,40096,URUguay,Montevideo,UR,,
98081177Normal,L04-2,Non,60.2,2,7.58,6.58,3,40078,40097,BRAsil,Rio,BR,,
98081170Devolución,B02-1,Cyber Monday,145.39200000000002,3,7.99,5.99,2,40079,40099,PARaguay,Asunción,PA,,
98081173Normal,B06-1,Non,50.36,1,8.99,3.99,2,40079,42397,República DOminiCana,Santo Domingo,RD,,
98081171Normal,CB01-2,Non,222.02999999999997,1,8.58,6.58,2,40079,40088,VENezuela,Caracas,VE,,
98081172Normal,L01-1,Day Off Full,52.275,2,9.99,3.99,3,40079,40090,CHIle,Viña del Mar,CH,,
98081169Normal,L02-1,Cyber Monday,96.480000000000018,3,9,4,3,40079,40093,ECUador,Quito,EC,,
98081168Normal,B05-3,Day Off Full,43.052499999999995,1,6,6,3,40080,42385,CHIle,Viña del Mar,CH,,
98081164Normal,B06-4,Cyber Monday,40.288000000000004,1,7.68,4.68,2,40080,40098,URUguay,Montevideo,UR,,
98081162Normal,CB01-7,Non,444.05999999999995,2,5,5,3,40080,40093,ARGentina,Rosario,AR,,
98081163Normal,CB01-1,Non,222.02999999999997,1,8.68,3.68,3,40080,40090,URUguay,Montevideo,UR,,
98081166Devolución,CC01-4,Non,157.59,3,5.99,3.99,2,40080,40093,PERú,Lima,PE,,
98081165Normal,CC02-7,Cyber Monday,21.376,1,6.33,6.33,1,40080,40090,PARaguay,Asunción,PA,,
98081167Normal,CC02-1,Cyber Monday,21.376,1,8.58,4.58,1,40080,40098,URUguay,Montevideo,UR,,
98081161Normal,CC02-1,Non,80.16,3,8,4,3,40081,42386,URUguay,Montevideo,UR,,
98081160Normal,L02-6,Non,80.4,2,7.75,5.75,2,40081,40091,BRAsil,Rio,BR,,
98081159Normal,L04-3,Balck Fraday,67.725000000000009,3,5.33,6.33,3,40081,40097,BRAsil,Rio,BR,,
98081158Normal,L05-5,Cyber Monday,97.32,3,9.45,3.45,1,40081,40100,CHIle,Viña del Mar,CH,,
98081157Normal,L06-5,Balck Fraday,63.824999999999996,2,5.22,5.22,2,40081,40101,CHIle,Viña del Mar,CH,,
98081151Normal,C11-3,Non,97.83,3,8.9,5.9,1,40082,40093,ECUador,Quito,EC,,
98081154Normal,CB01-1,Non,444.05999999999995,2,9.99,6.99,1,40082,40099,ARGentina,Rosario,AR,,
98081155Normal,CC01-3,Non,52.53,1,8.89,5.89,3,40082,40096,VENezuela,Caracas,VE,,
98081156Normal,CC01-2,Cyber Monday,42.024,1,5.14,6.14,1,40082,42386,BRAsil,Rio,BR,,
98081152Normal,L01-6,Balck Fraday,46.125,2,9.1,3.1,2,40082,40097,URUguay,Montevideo,UR,,
98081150Normal,L02-4,Cyber Monday,32.160000000000004,1,5.45,5.45,2,40082,40092,República DOminiCana,Santo Domingo,RD,,
98081149Normal,L05-3,Cyber Monday,97.32,3,5.36,5.36,3,40082,40090,VENezuela,Caracas,VE,,
98081153Normal,L07-2,Cyber Monday,90.936,3,7.84,3.84,1,40082,40102,VENezuela,Caracas,VE,,
98081148Normal,B05-7,Balck Fraday,37.9875,1,9.2,4.2,2,40083,42395,BRAsil,Rio,BR,,
98081145Normal,CC02-4,Cyber Monday,64.128,3,8.45,5.45,1,40083,40093,ARGentina,Rosario,AR,,
98081147Normal,L01-5,Non,92.25,3,7.36,5.36,1,40083,40096,URUguay,Montevideo,UR,,
98081146Normal,L05-6,Non,121.64999999999999,3,8.89,5.89,3,40083,40092,PERú,Lima,PE,,
98081144Normal,L07-2,Non,75.78,2,7.12,4.12,3,40083,40093,CHIle,Viña del Mar,CH,,
98081142Normal,B01-7,Balck Fraday,112.76999999999998,3,6,5,2,40084,40092,URUguay,Montevideo,UR,,
98081143Normal,CC02-2,Special Day,17.368,1,8.86,3.86,1,40084,42387,BRAsil,Rio,BR,,
98081141Normal,L03-3,Non,29.99,1,5.88,6.88,3,40084,40102,República DOminiCana,Santo Domingo,RD,,
98081137Normal,CB01-4,Cyber Monday,355.248,2,8.55,5.55,3,40085,40095,ARGentina,Rosario,AR,,
98081140Devolución,CB01-7,Non,666.08999999999992,3,9,7,1,40085,42398,VENezuela,Caracas,VE,,
98081138Devolución,L03-5,Cyber Monday,47.984,2,7.61,3.61,3,40085,40102,ARGentina,Rosario,AR,,
98081139Normal,L06-5,Cyber Monday,34.04,1,8.45,5.45,3,40085,40098,República DOminiCana,Santo Domingo,RD,,
98081135Normal,B01-7,Non,150.35999999999999,3,5.68,4.68,1,40086,40097,República DOminiCana,Santo Domingo,RD,,
98081136Normal,CB01-6,Non,222.02999999999997,1,10,7,1,40086,42386,ARGentina,Rosario,AR,,
98081134Normal,L02-1,Special Day,26.130000000000003,1,9.55,6.55,3,40086,40099,BRAsil,Rio,BR,,
98081133Normal,L03-3,Non,59.98,2,6.84,6.84,3,40086,40094,VENezuela,Caracas,VE,,
98081129Normal,B01-5,Special Day,65.156,2,5.45,4.45,3,40087,40103,PERú,Lima,PE,,
98081132Normal,CC01-7,Cyber Monday,126.072,3,7.68,5.68,3,40087,42397,PARaguay,Asunción,PA,,
98081131Normal,L01-1,Cyber Monday,24.6,1,5.88,4.88,2,40087,40096,ECUador,Quito,EC,,
98081130Normal,L04-1,Cyber Monday,24.080000000000002,1,8.61,4.61,2,40087,40099,URUguay,Montevideo,UR,,
98081128Normal,L07-5,Balck Fraday,85.2525,3,6.12,4.12,3,40087,40094,PERú,Lima,PE,,
98081125Normal,CB01-7,Non,444.05999999999995,2,8.14,3.14,2,40088,40101,PERú,Lima,PE,,
98081127Normal,CB01-2,Non,666.08999999999992,3,7,6,1,40088,42397,URUguay,Montevideo,UR,,
98081126Normal,L02-5,Cyber Monday,96.480000000000018,3,8.25,3.25,3,40088,40102,PARaguay,Asunción,PA,,
98081124Normal,CB01-4,Non,222.02999999999997,1,8.9,5.9,3,40089,42388,URUguay,Montevideo,UR,,
98081120Normal,CC01-5,Non,52.53,1,7.22,4.22,3,40089,40106,República DOminiCana,Santo Domingo,RD,,
98081119Normal,CC02-6,Cyber Monday,21.376,1,7.33,6.33,2,40089,40102,BRAsil,Rio,BR,,
98081121Normal,CC02-2,Cyber Monday,64.128,3,5.99,4.99,1,40089,40107,República DOminiCana,Santo Domingo,RD,,
98081122Devolución,L04-6,Balck Fraday,67.725000000000009,3,5.88,3.88,1,40089,40105,URUguay,Montevideo,UR,,
98081123Devolución,L04-7,Non,60.2,2,6.61,3.61,2,40089,40101,BRAsil,Rio,BR,,
98081116Devolución,B04-3,Non,212.64,3,8.65,4.65,1,40090,40100,ECUador,Quito,EC,,
98081115Devolución,CB01-7,Cyber Monday,177.624,1,5.58,5.58,1,40090,40101,URUguay,Montevideo,UR,,
98081117Normal,CB01-3,Non,222.02999999999997,1,6.55,6.55,1,40090,40108,CHIle,Viña del Mar,CH,,
98081114Normal,CC01-1,Non,157.59,3,9.61,3.61,1,40090,40110,URUguay,Montevideo,UR,,
98081118Normal,L01-5,Cyber Monday,73.8,3,5.36,4.36,3,40090,42390,República DOminiCana,Santo Domingo,RD,,
98081113Normal,CC01-1,Non,105.06,2,8.89,4.89,1,40091,42397,URUguay,Montevideo,UR,,
98081110Devolución,CC02-3,Non,80.16,3,8.45,6.45,2,40091,40102,URUguay,Montevideo,UR,,
98081111Normal,CC02-1,Non,26.72,1,5.89,4.89,1,40091,40107,ECUador,Quito,EC,,
98081112Normal,L06-4,Non,42.55,1,7.22,4.22,1,40091,40108,ARGentina,Rosario,AR,,
98081106Devolución,C13-2,Balck Fraday,91.0125,3,9.61,6.61,2,40092,40104,CHIle,Viña del Mar,CH,,
98081107Normal,CB01-1,Non,666.08999999999992,3,6,5,3,40092,40101,VENezuela,Caracas,VE,,
98081105Normal,L01-1,Non,30.75,1,8.25,3.25,3,40092,40104,PERú,Lima,PE,,
98081108Normal,L01-1,Day Off Full,52.275,2,5.99,3.99,1,40092,40104,CHIle,Viña del Mar,CH,,
98081109Normal,L03-3,Non,29.99,1,7.55,3.55,3,40092,42388,BRAsil,Rio,BR,,
98081104Normal,B02-2,Non,121.16,2,5.55,6.55,2,40093,42390,BRAsil,Rio,BR,,
98081103Devolución,CC01-7,Special Day,34.1445,1,9.68,4.68,3,40093,40102,República DOminiCana,Santo Domingo,RD,,
98081102Normal,L02-6,Balck Fraday,30.150000000000002,1,5.36,5.36,3,40093,40105,URUguay,Montevideo,UR,,
98081099Normal,CB01-7,Cyber Monday,532.872,3,5,7,1,40094,40104,ARGentina,Rosario,AR,,
98081098Normal,L02-2,Non,80.4,2,5.22,4.22,1,40094,40114,ARGentina,Rosario,AR,,
98081100Normal,L02-6,Special Day,52.260000000000005,2,7.45,5.45,1,40094,40114,URUguay,Montevideo,UR,,
98081101Normal,L05-5,Cyber Monday,64.88,2,5,4,2,40094,42399,BRAsil,Rio,BR,,
98081096Normal,CB01-5,Non,444.05999999999995,2,8.55,4.55,1,40095,40105,PARaguay,Asunción,PA,,
98081094Normal,CC01-3,Cyber Monday,126.072,3,7.99,5.99,1,40095,40105,República DOminiCana,Santo Domingo,RD,,
98081095Normal,L02-1,Non,40.2,1,6,6,1,40095,40105,ARGentina,Rosario,AR,,
98081093Devolución,L07-2,Non,113.67,3,9.84,6.84,2,40095,40114,VENezuela,Caracas,VE,,
98081097Normal,L07-7,Non,37.89,1,5,5,3,40095,42393,ARGentina,Rosario,AR,,
98081088Normal,CB01-1,Cyber Monday,355.248,2,8.22,4.22,1,40096,40109,ECUador,Quito,EC,,
98081090Normal,CB01-2,Non,444.05999999999995,2,6.65,6.65,3,40096,40111,PERú,Lima,PE,,
98081091Normal,CB01-5,Non,444.05999999999995,2,9,6,1,40096,40105,ECUador,Quito,EC,,
98081089Normal,L02-3,Non,80.4,2,8.1,5.1,1,40096,40111,República DOminiCana,Santo Domingo,RD,,
98081092Normal,L02-4,Day Off Full,68.34,2,6.2,6.2,2,40096,42394,República DOminiCana,Santo Domingo,RD,,
98081082Devolución,CB01-1,Balck Fraday,499.56749999999994,3,5,3,1,40097,40108,VENezuela,Caracas,VE,,
98081083Normal,CB01-6,Cyber Monday,532.872,3,5,7,3,40097,40107,ECUador,Quito,EC,,
98081081Normal,CC02-1,Cyber Monday,64.128,3,7.45,6.45,2,40097,40107,VENezuela,Caracas,VE,,
98081086Devolución,CC02-1,Non,26.72,1,6,3,2,40097,40108,PARaguay,Asunción,PA,,
98081084Normal,L01-5,Special Day,39.975,2,5.99,5.99,3,40097,40104,República DOminiCana,Santo Domingo,RD,,
98081085Devolución,L04-3,Non,60.2,2,8.86,5.86,2,40097,40111,CHIle,Viña del Mar,CH,,
98081087Normal,L06-2,Non,85.1,2,8.99,5.99,1,40097,42403,URUguay,Montevideo,UR,,
98081078Devolución,C14-6,Non,39.61,1,6.58,3.58,3,40098,40118,CHIle,Viña del Mar,CH,,
98081076Normal,CB01-4,Cyber Monday,177.624,1,10,4,2,40098,40116,República DOminiCana,Santo Domingo,RD,,
98081079Normal,CC01-3,Non,105.06,2,7.73,6.73,2,40098,40117,URUguay,Montevideo,UR,,
98081075Normal,CC02-7,Non,26.72,1,8.14,5.14,2,40098,40113,PERú,Lima,PE,,
98081077Normal,CC02-6,Non,26.72,1,5.36,4.36,3,40098,40105,República DOminiCana,Santo Domingo,RD,,
98081080Normal,L04-3,Balck Fraday,67.725000000000009,3,6.1,4.1,3,40098,42403,República DOminiCana,Santo Domingo,RD,,
98081074Normal,L07-5,Special Day,49.257000000000005,2,5.55,3.55,3,40098,40118,BRAsil,Rio,BR,,
98081072Normal,CC02-5,Non,26.72,1,5.73,3.73,1,40099,40115,ARGentina,Rosario,AR,,
98081073Normal,L07-2,Cyber Monday,30.312,1,6.99,4.99,1,40099,42400,URUguay,Montevideo,UR,,
98081071Normal,B05-7,Day Off Full,86.10499999999999,2,8.88,5.88,3,40100,42393,ECUador,Quito,EC,,
98081067Normal,B06-2,Non,100.72,2,8.12,3.12,2,40100,40120,República DOminiCana,Santo Domingo,RD,,
98081070Normal,CC02-6,Non,80.16,3,5.9,3.9,3,40100,40119,BRAsil,Rio,BR,,
98081069Normal,L01-7,Non,92.25,3,7.9,5.9,1,40100,40112,ECUador,Quito,EC,,
98081066Devolución,L02-2,Non,80.4,2,7.61,4.61,1,40100,40120,PERú,Lima,PE,,
98081068Normal,L02-2,Cyber Monday,96.480000000000018,3,9,5,2,40100,40117,PERú,Lima,PE,,
98081062Normal,C10-1,Cyber Monday,110.064,3,8.25,6.25,3,40101,40116,VENezuela,Caracas,VE,,
98081064Normal,CB01-5,Cyber Monday,177.624,1,6.1,3.1,1,40101,40112,República DOminiCana,Santo Domingo,RD,,
98081065Normal,L03-2,Non,59.98,2,7.65,3.65,1,40101,42404,PARaguay,Asunción,PA,,
98081063Normal,L04-2,Non,60.2,2,5.12,5.12,1,40101,40117,PARaguay,Asunción,PA,,
98081060Normal,B01-3,Non,100.24,2,9.75,6.75,2,40102,40115,PARaguay,Asunción,PA,,
98081061Devolución,CC01-7,Balck Fraday,78.795,2,9.73,5.73,1,40102,42398,URUguay,Montevideo,UR,,
98081058Devolución,CC02-6,Non,80.16,3,9.86,4.86,3,40102,40120,VENezuela,Caracas,VE,,
98081059Normal,L02-3,Non,120.60000000000001,3,6.36,4.36,3,40102,40114,ECUador,Quito,EC,,
98081056Normal,B06-5,Cyber Monday,80.576000000000008,2,8.84,4.84,1,40103,40116,PARaguay,Asunción,PA,,
98081057Normal,L06-7,Special Day,55.315,2,5.22,4.22,3,40103,42404,URUguay,Montevideo,UR,,
98081055Normal,CC01-5,Non,157.59,3,6.99,6.99,1,40104,42406,PARaguay,Asunción,PA,,
98081054Normal,L01-6,Special Day,39.975,2,8.75,6.75,3,40104,40111,ECUador,Quito,EC,,
98081053Devolución,L04-7,Non,60.2,2,5,3,2,40104,40123,República DOminiCana,Santo Domingo,RD,,
98081050Normal,B03-3,Non,70.45,1,7,3,3,40105,40123,CHIle,Viña del Mar,CH,,
98081049Normal,B06-7,Cyber Monday,40.288000000000004,1,7.9,3.9,3,40105,40117,CHIle,Viña del Mar,CH,,
98081048Devolución,C10-4,Cyber Monday,110.064,3,8.84,4.84,2,40105,40112,PERú,Lima,PE,,
98081051Normal,CC01-6,Day Off Full,89.301,2,9.33,3.33,3,40105,40113,República DOminiCana,Santo Domingo,RD,,
98081052Normal,CC01-7,Non,105.06,2,8.55,3.55,1,40105,42397,ARGentina,Rosario,AR,,
98081047Normal,L01-5,Non,30.75,1,8.12,6.12,3,40105,40116,PERú,Lima,PE,,
98081044Normal,L01-5,Non,61.5,2,5.2,3.2,2,40106,40117,BRAsil,Rio,BR,,
98081045Normal,L01-3,Cyber Monday,73.8,3,8.61,5.61,2,40106,40119,ECUador,Quito,EC,,
98081043Normal,L02-6,Cyber Monday,96.480000000000018,3,6.89,5.89,2,40106,40118,República DOminiCana,Santo Domingo,RD,,
98081046Normal,L04-3,Cyber Monday,48.160000000000004,2,8.25,5.25,2,40106,42394,ECUador,Quito,EC,,
98081039Normal,CB01-5,Cyber Monday,532.872,3,7.25,4.25,2,40107,40120,CHIle,Viña del Mar,CH,,
98081040Devolución,CB01-1,Special Day,288.63899999999995,2,7.58,4.58,3,40107,40120,CHIle,Viña del Mar,CH,,
98081042Normal,CB01-2,Non,222.02999999999997,1,5.55,5.55,2,40107,42403,ARGentina,Rosario,AR,,
98081038Normal,CC01-5,Non,105.06,2,10,6,2,40107,40121,BRAsil,Rio,BR,,
98081041Normal,CC01-4,Balck Fraday,118.1925,3,7.61,4.61,1,40107,40118,República DOminiCana,Santo Domingo,RD,,
98081036Normal,CB01-6,Cyber Monday,532.872,3,7.99,6.99,2,40108,40115,PERú,Lima,PE,,
98081032Normal,CC02-7,Non,53.44,2,9.45,4.45,2,40108,40127,CHIle,Viña del Mar,CH,,
98081033Normal,L01-5,Cyber Monday,49.2,2,8.55,5.55,1,40108,40123,CHIle,Viña del Mar,CH,,
98081034Devolución,L02-7,Cyber Monday,96.480000000000018,3,7.75,3.75,2,40108,40123,BRAsil,Rio,BR,,
98081035Normal,L03-4,Special Day,19.4935,1,7.2,5.2,1,40108,40122,ECUador,Quito,EC,,
98081037Normal,L07-5,Non,113.67,3,6.61,6.61,1,40108,42406,PARaguay,Asunción,PA,,
98081031Devolución,CB01-3,Cyber Monday,532.872,3,6.99,6.99,1,40109,42401,PARaguay,Asunción,PA,,
98081028Normal,CC02-6,Non,53.44,2,9.1,3.1,2,40109,40117,República DOminiCana,Santo Domingo,RD,,
98081027Normal,L02-3,Non,80.4,2,7.61,3.61,3,40109,40118,PARaguay,Asunción,PA,,
98081029Devolución,L05-1,Cyber Monday,64.88,2,6.1,6.1,3,40109,40126,VENezuela,Caracas,VE,,
98081030Normal,L05-5,Non,40.55,1,7.1,6.1,2,40109,40124,URUguay,Montevideo,UR,,
98081024Normal,C11-5,Non,32.61,1,8.12,4.12,2,40110,40126,VENezuela,Caracas,VE,,
98081026Normal,C12-7,Non,29.84,1,9.61,5.61,1,40110,42408,URUguay,Montevideo,UR,,
